,Date,Metric,Values
10,2020-08-30,Scenario,Expected - 14 Day Shutdown
11,2020-08-31,Scenario,Expected - 14 Day Shutdown
12,2020-09-01,Scenario,Expected - 14 Day Shutdown
13,2020-09-02,Scenario,Expected - 14 Day Shutdown
14,2020-09-03,Scenario,Expected - 14 Day Shutdown
15,2020-09-04,Scenario,Expected - 14 Day Shutdown
16,2020-09-05,Scenario,Expected - 14 Day Shutdown
17,2020-09-06,Scenario,Expected - 14 Day Shutdown
18,2020-09-07,Scenario,Expected - 14 Day Shutdown
19,2020-09-08,Scenario,Expected - 14 Day Shutdown
20,2020-09-09,Scenario,Expected - 14 Day Shutdown
21,2020-09-10,Scenario,Expected - 14 Day Shutdown
22,2020-09-11,Scenario,Expected - 14 Day Shutdown
23,2020-09-12,Scenario,Expected - 14 Day Shutdown
24,2020-09-13,Scenario,Expected - 14 Day Shutdown
25,2020-09-14,Scenario,Expected - 14 Day Shutdown
26,2020-09-15,Scenario,Expected - 14 Day Shutdown
